Year,LocationAbbr,LocationDesc,Class,Data_Value,Data_Value_Unit,Stratification1,Stratification2,Stratification3,LocationID
2013,TX,Fannin,Cardiovascular Diseases,220.4,"per 100,000",Ages 35-64 years,White,Overall,48147
2017,TX,Fannin,Cardiovascular Diseases,226.4,"per 100,000",Ages 35-64 years,White,Overall,48147
2004,TX,Fannin,Cardiovascular Diseases,231.1,"per 100,000",Ages 35-64 years,White,Overall,48147
2005,TX,Fannin,Cardiovascular Diseases,231.1,"per 100,000",Ages 35-64 years,White,Overall,48147
2015,TX,Fannin,Cardiovascular Diseases,228.3,"per 100,000",Ages 35-64 years,White,Overall,48147
2007,TX,Fannin,Cardiovascular Diseases,245.2,"per 100,000",Ages 35-64 years,White,Overall,48147
2019,TX,Fannin,Cardiovascular Diseases,218.9,"per 100,000",Ages 35-64 years,White,Overall,48147
2000,TX,Fannin,Cardiovascular Diseases,237,"per 100,000",Ages 35-64 years,White,Overall,48147
2001,TX,Fannin,Cardiovascular Diseases,237.5,"per 100,000",Ages 35-64 years,White,Overall,48147
2016,TX,Fannin,Cardiovascular Diseases,223.3,"per 100,000",Ages 35-64 years,White,Overall,48147
2008,TX,Fannin,Cardiovascular Diseases,238.6,"per 100,000",Ages 35-64 years,White,Overall,48147
2006,TX,Fannin,Cardiovascular Diseases,239.5,"per 100,000",Ages 35-64 years,White,Overall,48147
2009,TX,Fannin,Cardiovascular Diseases,241.3,"per 100,000",Ages 35-64 years,White,Overall,48147
2002,TX,Fannin,Cardiovascular Diseases,234.2,"per 100,000",Ages 35-64 years,White,Overall,48147
2012,TX,Fannin,Cardiovascular Diseases,208.6,"per 100,000",Ages 35-64 years,White,Overall,48147
2010,TX,Fannin,Cardiovascular Diseases,234.3,"per 100,000",Ages 35-64 years,White,Overall,48147
2003,TX,Fannin,Cardiovascular Diseases,231.7,"per 100,000",Ages 35-64 years,White,Overall,48147
1999,TX,Fannin,Cardiovascular Diseases,222.6,"per 100,000",Ages 35-64 years,White,Overall,48147
2011,TX,Fannin,Cardiovascular Diseases,218.1,"per 100,000",Ages 35-64 years,White,Overall,48147
2015,TX,Fannin,Cardiovascular Diseases,2012.6,"per 100,000",Ages 65 years and older,White,Overall,48147
2010,TX,Fannin,Cardiovascular Diseases,2089.3,"per 100,000",Ages 65 years and older,White,Overall,48147
2002,TX,Fannin,Cardiovascular Diseases,2964.6,"per 100,000",Ages 65 years and older,White,Overall,48147
2012,TX,Fannin,Cardiovascular Diseases,1861.9,"per 100,000",Ages 65 years and older,White,Overall,48147
2017,TX,Fannin,Cardiovascular Diseases,1962,"per 100,000",Ages 65 years and older,White,Overall,48147
2019,TX,Fannin,Cardiovascular Diseases,1912.4,"per 100,000",Ages 65 years and older,White,Overall,48147
2005,TX,Fannin,Cardiovascular Diseases,2553.1,"per 100,000",Ages 65 years and older,White,Overall,48147
2001,TX,Fannin,Cardiovascular Diseases,3016.4,"per 100,000",Ages 65 years and older,White,Overall,48147
2014,TX,Fannin,Cardiovascular Diseases,1921.8,"per 100,000",Ages 65 years and older,White,Overall,48147
2011,TX,Fannin,Cardiovascular Diseases,1946.6,"per 100,000",Ages 65 years and older,White,Overall,48147
2009,TX,Fannin,Cardiovascular Diseases,2132.1,"per 100,000",Ages 65 years and older,White,Overall,48147
1999,TX,Fannin,Cardiovascular Diseases,3002.5,"per 100,000",Ages 65 years and older,White,Overall,48147
2006,TX,Fannin,Cardiovascular Diseases,2451.7,"per 100,000",Ages 65 years and older,White,Overall,48147
2018,TX,Fannin,Cardiovascular Diseases,2013.5,"per 100,000",Ages 65 years and older,White,Overall,48147
2004,TX,Fannin,Cardiovascular Diseases,2643.8,"per 100,000",Ages 65 years and older,White,Overall,48147
2013,TX,Fannin,Cardiovascular Diseases,1919.5,"per 100,000",Ages 65 years and older,White,Overall,48147
2016,TX,Fannin,Cardiovascular Diseases,1971.8,"per 100,000",Ages 65 years and older,White,Overall,48147
2000,TX,Fannin,Cardiovascular Diseases,3128.8,"per 100,000",Ages 65 years and older,White,Overall,48147
2007,TX,Fannin,Cardiovascular Diseases,2423.8,"per 100,000",Ages 65 years and older,White,Overall,48147
2008,TX,Fannin,Cardiovascular Diseases,2322.5,"per 100,000",Ages 65 years and older,White,Overall,48147
2003,TX,Fannin,Cardiovascular Diseases,2773.4,"per 100,000",Ages 65 years and older,White,Overall,48147
2018,TX,Fayette,Cardiovascular Diseases,274.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2012,TX,Fayette,Cardiovascular Diseases,263.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2001,TX,Fayette,Cardiovascular Diseases,325.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2002,TX,Fayette,Cardiovascular Diseases,338.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2019,TX,Fayette,Cardiovascular Diseases,275.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2017,TX,Fayette,Cardiovascular Diseases,289.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2011,TX,Fayette,Cardiovascular Diseases,277.4,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2015,TX,Fayette,Cardiovascular Diseases,290.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2003,TX,Fayette,Cardiovascular Diseases,361.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2005,TX,Fayette,Cardiovascular Diseases,318.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2009,TX,Fayette,Cardiovascular Diseases,295.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2014,TX,Fayette,Cardiovascular Diseases,278,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2000,TX,Fayette,Cardiovascular Diseases,321,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2004,TX,Fayette,Cardiovascular Diseases,339.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
1999,TX,Fayette,Cardiovascular Diseases,306.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2010,TX,Fayette,Cardiovascular Diseases,273.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2016,TX,Fayette,Cardiovascular Diseases,279,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2006,TX,Fayette,Cardiovascular Diseases,314.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2008,TX,Fayette,Cardiovascular Diseases,292.4,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2013,TX,Fayette,Cardiovascular Diseases,274.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2007,TX,Fayette,Cardiovascular Diseases,308.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2011,TX,Fayette,Cardiovascular Diseases,77.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2006,TX,Fayette,Cardiovascular Diseases,96.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2008,TX,Fayette,Cardiovascular Diseases,86.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2018,TX,Fayette,Cardiovascular Diseases,84.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2007,TX,Fayette,Cardiovascular Diseases,97.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2009,TX,Fayette,Cardiovascular Diseases,84.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2012,TX,Fayette,Cardiovascular Diseases,79.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2010,TX,Fayette,Cardiovascular Diseases,81,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2019,TX,Fayette,Cardiovascular Diseases,79.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2005,TX,Fayette,Cardiovascular Diseases,100.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2000,TX,Fayette,Cardiovascular Diseases,107.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
1999,TX,Fayette,Cardiovascular Diseases,105.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2017,TX,Fayette,Cardiovascular Diseases,86.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2016,TX,Fayette,Cardiovascular Diseases,84.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2001,TX,Fayette,Cardiovascular Diseases,105.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2014,TX,Fayette,Cardiovascular Diseases,81.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2015,TX,Fayette,Cardiovascular Diseases,84.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2003,TX,Fayette,Cardiovascular Diseases,103.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2013,TX,Fayette,Cardiovascular Diseases,80.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2004,TX,Fayette,Cardiovascular Diseases,105.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2002,TX,Fayette,Cardiovascular Diseases,105,"per 100,000",Ages 35-64 years,Hispanic,Overall,48149
2014,TX,Fayette,Cardiovascular Diseases,109.8,"per 100,000",Ages 35-64 years,White,Overall,48149
2018,TX,Fayette,Cardiovascular Diseases,115.4,"per 100,000",Ages 35-64 years,White,Overall,48149
2013,TX,Fayette,Cardiovascular Diseases,110,"per 100,000",Ages 35-64 years,White,Overall,48149
2017,TX,Fayette,Cardiovascular Diseases,119.6,"per 100,000",Ages 35-64 years,White,Overall,48149
2004,TX,Fayette,Cardiovascular Diseases,124.9,"per 100,000",Ages 35-64 years,White,Overall,48149
2005,TX,Fayette,Cardiovascular Diseases,120.5,"per 100,000",Ages 35-64 years,White,Overall,48149
2015,TX,Fayette,Cardiovascular Diseases,111.5,"per 100,000",Ages 35-64 years,White,Overall,48149
2007,TX,Fayette,Cardiovascular Diseases,121.1,"per 100,000",Ages 35-64 years,White,Overall,48149
2019,TX,Fayette,Cardiovascular Diseases,117.1,"per 100,000",Ages 35-64 years,White,Overall,48149
2000,TX,Fayette,Cardiovascular Diseases,128,"per 100,000",Ages 35-64 years,White,Overall,48149
2001,TX,Fayette,Cardiovascular Diseases,128.6,"per 100,000",Ages 35-64 years,White,Overall,48149
2016,TX,Fayette,Cardiovascular Diseases,115.7,"per 100,000",Ages 35-64 years,White,Overall,48149
2008,TX,Fayette,Cardiovascular Diseases,115.8,"per 100,000",Ages 35-64 years,White,Overall,48149
2006,TX,Fayette,Cardiovascular Diseases,122.8,"per 100,000",Ages 35-64 years,White,Overall,48149
2009,TX,Fayette,Cardiovascular Diseases,108.5,"per 100,000",Ages 35-64 years,White,Overall,48149
2002,TX,Fayette,Cardiovascular Diseases,126.9,"per 100,000",Ages 35-64 years,White,Overall,48149
2012,TX,Fayette,Cardiovascular Diseases,106.2,"per 100,000",Ages 35-64 years,White,Overall,48149
2010,TX,Fayette,Cardiovascular Diseases,106.2,"per 100,000",Ages 35-64 years,White,Overall,48149
2003,TX,Fayette,Cardiovascular Diseases,133.5,"per 100,000",Ages 35-64 years,White,Overall,48149
1999,TX,Fayette,Cardiovascular Diseases,122.8,"per 100,000",Ages 35-64 years,White,Overall,48149
2011,TX,Fayette,Cardiovascular Diseases,107.1,"per 100,000",Ages 35-64 years,White,Overall,48149
2015,TX,Fayette,Cardiovascular Diseases,1844.2,"per 100,000",Ages 65 years and older,White,Overall,48149
2010,TX,Fayette,Cardiovascular Diseases,1825.8,"per 100,000",Ages 65 years and older,White,Overall,48149
2002,TX,Fayette,Cardiovascular Diseases,2413.5,"per 100,000",Ages 65 years and older,White,Overall,48149
2012,TX,Fayette,Cardiovascular Diseases,1768.9,"per 100,000",Ages 65 years and older,White,Overall,48149
2017,TX,Fayette,Cardiovascular Diseases,1815.4,"per 100,000",Ages 65 years and older,White,Overall,48149
2019,TX,Fayette,Cardiovascular Diseases,1708.2,"per 100,000",Ages 65 years and older,White,Overall,48149
2005,TX,Fayette,Cardiovascular Diseases,2248.5,"per 100,000",Ages 65 years and older,White,Overall,48149
2001,TX,Fayette,Cardiovascular Diseases,2426.3,"per 100,000",Ages 65 years and older,White,Overall,48149
2014,TX,Fayette,Cardiovascular Diseases,1757.7,"per 100,000",Ages 65 years and older,White,Overall,48149
2011,TX,Fayette,Cardiovascular Diseases,1778.8,"per 100,000",Ages 65 years and older,White,Overall,48149
2009,TX,Fayette,Cardiovascular Diseases,1862.5,"per 100,000",Ages 65 years and older,White,Overall,48149
1999,TX,Fayette,Cardiovascular Diseases,2440.2,"per 100,000",Ages 65 years and older,White,Overall,48149
2006,TX,Fayette,Cardiovascular Diseases,2172.7,"per 100,000",Ages 65 years and older,White,Overall,48149
2018,TX,Fayette,Cardiovascular Diseases,1759.6,"per 100,000",Ages 65 years and older,White,Overall,48149
2004,TX,Fayette,Cardiovascular Diseases,2375.5,"per 100,000",Ages 65 years and older,White,Overall,48149
2013,TX,Fayette,Cardiovascular Diseases,1798.3,"per 100,000",Ages 65 years and older,White,Overall,48149
2016,TX,Fayette,Cardiovascular Diseases,1783.5,"per 100,000",Ages 65 years and older,White,Overall,48149
2000,TX,Fayette,Cardiovascular Diseases,2470.5,"per 100,000",Ages 65 years and older,White,Overall,48149
2007,TX,Fayette,Cardiovascular Diseases,2152.6,"per 100,000",Ages 65 years and older,White,Overall,48149
2008,TX,Fayette,Cardiovascular Diseases,2010.6,"per 100,000",Ages 65 years and older,White,Overall,48149
2003,TX,Fayette,Cardiovascular Diseases,2476.2,"per 100,000",Ages 65 years and older,White,Overall,48149
2014,TX,Fisher,Cardiovascular Diseases,169.7,"per 100,000",Ages 35-64 years,White,Overall,48151
2018,TX,Fisher,Cardiovascular Diseases,175.3,"per 100,000",Ages 35-64 years,White,Overall,48151
2013,TX,Fisher,Cardiovascular Diseases,163.9,"per 100,000",Ages 35-64 years,White,Overall,48151
2017,TX,Fisher,Cardiovascular Diseases,178.7,"per 100,000",Ages 35-64 years,White,Overall,48151
2004,TX,Fisher,Cardiovascular Diseases,174.4,"per 100,000",Ages 35-64 years,White,Overall,48151
2005,TX,Fisher,Cardiovascular Diseases,169.1,"per 100,000",Ages 35-64 years,White,Overall,48151
2015,TX,Fisher,Cardiovascular Diseases,173.4,"per 100,000",Ages 35-64 years,White,Overall,48151
2007,TX,Fisher,Cardiovascular Diseases,166.3,"per 100,000",Ages 35-64 years,White,Overall,48151
2019,TX,Fisher,Cardiovascular Diseases,179,"per 100,000",Ages 35-64 years,White,Overall,48151
2000,TX,Fisher,Cardiovascular Diseases,188.9,"per 100,000",Ages 35-64 years,White,Overall,48151
2001,TX,Fisher,Cardiovascular Diseases,189,"per 100,000",Ages 35-64 years,White,Overall,48151
2016,TX,Fisher,Cardiovascular Diseases,176.3,"per 100,000",Ages 35-64 years,White,Overall,48151
2008,TX,Fisher,Cardiovascular Diseases,166.7,"per 100,000",Ages 35-64 years,White,Overall,48151
2006,TX,Fisher,Cardiovascular Diseases,165.8,"per 100,000",Ages 35-64 years,White,Overall,48151
2009,TX,Fisher,Cardiovascular Diseases,158.4,"per 100,000",Ages 35-64 years,White,Overall,48151
2002,TX,Fisher,Cardiovascular Diseases,192.8,"per 100,000",Ages 35-64 years,White,Overall,48151
2012,TX,Fisher,Cardiovascular Diseases,160.1,"per 100,000",Ages 35-64 years,White,Overall,48151
2010,TX,Fisher,Cardiovascular Diseases,153.5,"per 100,000",Ages 35-64 years,White,Overall,48151
2003,TX,Fisher,Cardiovascular Diseases,184.9,"per 100,000",Ages 35-64 years,White,Overall,48151
1999,TX,Fisher,Cardiovascular Diseases,188.1,"per 100,000",Ages 35-64 years,White,Overall,48151
2011,TX,Fisher,Cardiovascular Diseases,154.4,"per 100,000",Ages 35-64 years,White,Overall,48151
2015,TX,Fisher,Cardiovascular Diseases,1770.2,"per 100,000",Ages 65 years and older,White,Overall,48151
2010,TX,Fisher,Cardiovascular Diseases,1890.9,"per 100,000",Ages 65 years and older,White,Overall,48151
2002,TX,Fisher,Cardiovascular Diseases,2525.4,"per 100,000",Ages 65 years and older,White,Overall,48151
2012,TX,Fisher,Cardiovascular Diseases,1803.3,"per 100,000",Ages 65 years and older,White,Overall,48151
2017,TX,Fisher,Cardiovascular Diseases,1689.8,"per 100,000",Ages 65 years and older,White,Overall,48151
2019,TX,Fisher,Cardiovascular Diseases,1659.7,"per 100,000",Ages 65 years and older,White,Overall,48151
2005,TX,Fisher,Cardiovascular Diseases,2259.5,"per 100,000",Ages 65 years and older,White,Overall,48151
2001,TX,Fisher,Cardiovascular Diseases,2506.2,"per 100,000",Ages 65 years and older,White,Overall,48151
2014,TX,Fisher,Cardiovascular Diseases,1759,"per 100,000",Ages 65 years and older,White,Overall,48151
2011,TX,Fisher,Cardiovascular Diseases,1822.6,"per 100,000",Ages 65 years and older,White,Overall,48151
2009,TX,Fisher,Cardiovascular Diseases,1908.7,"per 100,000",Ages 65 years and older,White,Overall,48151
1999,TX,Fisher,Cardiovascular Diseases,2754.2,"per 100,000",Ages 65 years and older,White,Overall,48151
2006,TX,Fisher,Cardiovascular Diseases,2119.1,"per 100,000",Ages 65 years and older,White,Overall,48151
2018,TX,Fisher,Cardiovascular Diseases,1696.8,"per 100,000",Ages 65 years and older,White,Overall,48151
2004,TX,Fisher,Cardiovascular Diseases,2284.2,"per 100,000",Ages 65 years and older,White,Overall,48151
2013,TX,Fisher,Cardiovascular Diseases,1820.9,"per 100,000",Ages 65 years and older,White,Overall,48151
2016,TX,Fisher,Cardiovascular Diseases,1718.1,"per 100,000",Ages 65 years and older,White,Overall,48151
2000,TX,Fisher,Cardiovascular Diseases,2593,"per 100,000",Ages 65 years and older,White,Overall,48151
2007,TX,Fisher,Cardiovascular Diseases,2070.4,"per 100,000",Ages 65 years and older,White,Overall,48151
2008,TX,Fisher,Cardiovascular Diseases,2031.2,"per 100,000",Ages 65 years and older,White,Overall,48151
2003,TX,Fisher,Cardiovascular Diseases,2420.9,"per 100,000",Ages 65 years and older,White,Overall,48151
2011,TX,Floyd,Cardiovascular Diseases,104.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2006,TX,Floyd,Cardiovascular Diseases,111.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2008,TX,Floyd,Cardiovascular Diseases,108.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2018,TX,Floyd,Cardiovascular Diseases,113,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2007,TX,Floyd,Cardiovascular Diseases,108.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2009,TX,Floyd,Cardiovascular Diseases,108.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2012,TX,Floyd,Cardiovascular Diseases,103.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2010,TX,Floyd,Cardiovascular Diseases,108.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2019,TX,Floyd,Cardiovascular Diseases,110.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2005,TX,Floyd,Cardiovascular Diseases,124.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2000,TX,Floyd,Cardiovascular Diseases,137.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
1999,TX,Floyd,Cardiovascular Diseases,145.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2017,TX,Floyd,Cardiovascular Diseases,110.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2016,TX,Floyd,Cardiovascular Diseases,106.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2001,TX,Floyd,Cardiovascular Diseases,130.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2014,TX,Floyd,Cardiovascular Diseases,104.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2015,TX,Floyd,Cardiovascular Diseases,108.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2003,TX,Floyd,Cardiovascular Diseases,130.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2013,TX,Floyd,Cardiovascular Diseases,101.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2004,TX,Floyd,Cardiovascular Diseases,125.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2002,TX,Floyd,Cardiovascular Diseases,137.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48153
2014,TX,Floyd,Cardiovascular Diseases,134.7,"per 100,000",Ages 35-64 years,White,Overall,48153
2018,TX,Floyd,Cardiovascular Diseases,155.6,"per 100,000",Ages 35-64 years,White,Overall,48153
2013,TX,Floyd,Cardiovascular Diseases,129.3,"per 100,000",Ages 35-64 years,White,Overall,48153
2017,TX,Floyd,Cardiovascular Diseases,152.8,"per 100,000",Ages 35-64 years,White,Overall,48153
2004,TX,Floyd,Cardiovascular Diseases,137,"per 100,000",Ages 35-64 years,White,Overall,48153
2005,TX,Floyd,Cardiovascular Diseases,135.8,"per 100,000",Ages 35-64 years,White,Overall,48153
2015,TX,Floyd,Cardiovascular Diseases,142.2,"per 100,000",Ages 35-64 years,White,Overall,48153
